trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
346,False,"{'a': 0.5, 'e': 1.0}",25,0,-103.1473123577924,"{0: 13, 1: 3, 2: 8, 3: 1, 4: 0}",0
347,False,"{'a': 0.5, 'e': 1.0}",25,0,-109.27231362826944,"{0: 13, 1: 4, 2: 6, 3: 2, 4: 0}",0
348,False,"{'a': 0.5, 'e': 1.0}",25,0,-37.645969850808214,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
349,False,"{'a': 0.5, 'e': 1.0}",25,0,-192.62961702489162,"{0: 13, 1: 1, 2: 8, 3: 0, 4: 3}",0
350,False,"{'a': 0.5, 'e': 1.0}",35,0,-194.47290507005556,"{0: 23, 1: 1, 2: 7, 3: 1, 4: 3}",0
351,False,"{'a': 0.5, 'e': 1.0}",20,0,-106.02637861476197,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
352,False,"{'a': 0.5, 'e': 1.0}",25,0,-114.30886947953213,"{0: 12, 1: 2, 2: 10, 3: 1, 4: 0}",0
353,False,"{'a': 0.5, 'e': 1.0}",20,0,-68.97139798594125,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
354,False,"{'a': 0.5, 'e': 1.0}",25,0,-220.19534423732352,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 4}",0
355,False,"{'a': 0.5, 'e': 1.0}",20,0,-80.10259891025638,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
356,False,"{'a': 0.5, 'e': 1.0}",20,0,-99.5465325394346,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
357,False,"{'a': 0.5, 'e': 1.0}",25,0,-167.40618124292314,"{0: 11, 1: 4, 2: 8, 3: 0, 4: 2}",0
358,False,"{'a': 0.5, 'e': 1.0}",30,0,-171.02578545019708,"{0: 18, 1: 5, 2: 3, 3: 1, 4: 3}",0
359,False,"{'a': 0.5, 'e': 1.0}",35,0,-241.4745303265169,"{0: 19, 1: 6, 2: 5, 3: 1, 4: 4}",0
360,False,"{'a': 0.5, 'e': 1.0}",30,0,-84.78136726163625,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
361,False,"{'a': 0.5, 'e': 1.0}",30,0,-208.71079572374285,"{0: 13, 1: 5, 2: 8, 3: 2, 4: 2}",0
362,False,"{'a': 0.5, 'e': 1.0}",30,12,-40.667780621051165,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 1.0}",30,0,-226.84946818617058,"{0: 15, 1: 6, 2: 5, 3: 0, 4: 4}",0
364,False,"{'a': 0.5, 'e': 1.0}",20,0,-118.59216077995404,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
365,False,"{'a': 0.5, 'e': 1.0}",30,0,-161.39754182626524,"{0: 17, 1: 5, 2: 4, 3: 2, 4: 2}",0
366,False,"{'a': 0.5, 'e': 1.0}",20,0,-130.15174605152143,"{0: 8, 1: 4, 2: 6, 3: 1, 4: 1}",0
367,False,"{'a': 0.5, 'e': 1.0}",30,0,-148.3194792892139,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
368,False,"{'a': 0.5, 'e': 1.0}",20,3,-52.76417845161642,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
369,False,"{'a': 0.5, 'e': 1.0}",20,0,-113.52424345357679,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
370,False,"{'a': 0.5, 'e': 1.0}",20,10,3.9336499227769144,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 1.0}",20,0,-70.31196051015843,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
372,False,"{'a': 0.5, 'e': 1.0}",25,3,-175.20217657138272,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 3}",1
373,False,"{'a': 0.5, 'e': 1.0}",20,0,-44.19439547697585,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
374,False,"{'a': 0.5, 'e': 1.0}",25,10,-80.90100025421468,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 1}",1
375,False,"{'a': 0.5, 'e': 1.0}",30,0,-161.4793441758288,"{0: 16, 1: 2, 2: 9, 3: 2, 4: 1}",0
376,False,"{'a': 0.5, 'e': 1.0}",30,20,-38.17260804135805,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
377,False,"{'a': 0.5, 'e': 1.0}",30,0,-165.5663396515446,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
378,False,"{'a': 0.5, 'e': 1.0}",30,0,-207.0072483527141,"{0: 19, 1: 2, 2: 4, 3: 1, 4: 4}",0
379,False,"{'a': 0.5, 'e': 1.0}",20,0,-99.34348449989169,"{0: 10, 1: 4, 2: 3, 3: 3, 4: 0}",0
380,False,"{'a': 0.5, 'e': 1.0}",25,0,-47.58593530595729,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
381,False,"{'a': 0.5, 'e': 1.0}",25,0,-157.88159305285646,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
382,False,"{'a': 0.5, 'e': 1.0}",30,0,-77.95244368751361,"{0: 20, 1: 1, 2: 8, 3: 1, 4: 0}",0
383,False,"{'a': 0.5, 'e': 1.0}",25,0,-148.13045376369746,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
384,False,"{'a': 0.5, 'e': 1.0}",20,0,-186.48027795617915,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
385,False,"{'a': 0.5, 'e': 1.0}",20,0,-123.51961307160187,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
386,False,"{'a': 0.5, 'e': 1.0}",25,0,-117.26324019101467,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
387,False,"{'a': 0.5, 'e': 1.0}",20,0,-95.71284706860841,"{0: 10, 1: 4, 2: 3, 3: 3, 4: 0}",0
388,False,"{'a': 0.5, 'e': 1.0}",20,0,-45.733367044449686,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
389,False,"{'a': 0.5, 'e': 1.0}",20,0,-58.72801952693466,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
390,False,"{'a': 0.5, 'e': 1.0}",30,0,-103.99949713304882,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
391,False,"{'a': 0.5, 'e': 1.0}",20,8,-27.98036444411771,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 1.0}",25,0,-183.73809183875684,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
393,False,"{'a': 0.5, 'e': 1.0}",20,0,-123.14506854317723,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
394,False,"{'a': 0.5, 'e': 1.0}",20,0,-106.06304698682335,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
395,False,"{'a': 0.5, 'e': 1.0}",30,0,-143.10045509163132,"{0: 13, 1: 7, 2: 8, 3: 2, 4: 0}",0
396,False,"{'a': 0.5, 'e': 1.0}",25,8,-42.43503159882136,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
397,False,"{'a': 0.5, 'e': 1.0}",20,0,-118.90024046522639,"{0: 11, 1: 5, 2: 1, 3: 1, 4: 2}",0
398,False,"{'a': 0.5, 'e': 1.0}",20,0,-90.71804046458995,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
399,False,"{'a': 0.5, 'e': 1.0}",20,0,-185.70433879241202,"{0: 11, 1: 3, 2: 1, 3: 1, 4: 4}",1
400,False,"{'a': 0.5, 'e': 1.0}",25,0,-114.94473343894663,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
401,False,"{'a': 0.5, 'e': 1.0}",20,6,-58.64570300425598,"{0: 7, 1: 0, 2: 7, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 1.0}",25,0,-185.74356858965007,"{0: 14, 1: 0, 2: 8, 3: 0, 4: 3}",0
403,False,"{'a': 0.5, 'e': 1.0}",20,0,-81.26139668095598,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
404,False,"{'a': 0.5, 'e': 1.0}",30,0,-145.28462343253676,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 2}",0
405,False,"{'a': 0.5, 'e': 1.0}",20,0,-32.552877337080005,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
406,False,"{'a': 0.5, 'e': 1.0}",25,4,-153.9409823460459,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 3}",1
407,False,"{'a': 0.5, 'e': 1.0}",25,0,-70.86406718363001,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
408,False,"{'a': 0.5, 'e': 1.0}",25,0,-71.82802888136392,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
409,False,"{'a': 0.5, 'e': 1.0}",35,0,-151.35068263279499,"{0: 22, 1: 3, 2: 8, 3: 0, 4: 2}",0
410,False,"{'a': 0.5, 'e': 1.0}",25,0,-130.44744049949702,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
411,False,"{'a': 0.5, 'e': 1.0}",20,0,-54.37915795657593,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
412,False,"{'a': 0.5, 'e': 1.0}",20,0,-113.32268719715509,"{0: 10, 1: 6, 2: 2, 3: 0, 4: 2}",0
413,False,"{'a': 0.5, 'e': 1.0}",25,0,-77.87674518134864,"{0: 17, 1: 5, 2: 1, 3: 1, 4: 1}",0
414,False,"{'a': 0.5, 'e': 1.0}",25,0,-72.54693129290929,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
415,False,"{'a': 0.5, 'e': 1.0}",25,0,-168.25476251088895,"{0: 10, 1: 3, 2: 9, 3: 2, 4: 1}",0
416,False,"{'a': 0.5, 'e': 1.0}",20,0,-53.64360849173748,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
417,False,"{'a': 0.5, 'e': 1.0}",25,0,-159.0136984758573,"{0: 14, 1: 0, 2: 9, 3: 0, 4: 2}",0
418,False,"{'a': 0.5, 'e': 1.0}",30,0,-129.74673795456687,"{0: 18, 1: 6, 2: 4, 3: 0, 4: 2}",0
419,False,"{'a': 0.5, 'e': 1.0}",20,0,-44.30118166150023,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
420,False,"{'a': 0.5, 'e': 1.0}",20,7,-5.639185232584352,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
421,False,"{'a': 0.5, 'e': 1.0}",20,0,-54.72946269488109,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
422,False,"{'a': 0.5, 'e': 1.0}",30,0,-105.17807864332707,"{0: 16, 1: 7, 2: 5, 3: 2, 4: 0}",0
423,False,"{'a': 0.5, 'e': 1.0}",25,0,-236.68572739217743,"{0: 9, 1: 0, 2: 13, 3: 0, 4: 3}",0
424,False,"{'a': 0.5, 'e': 1.0}",30,0,-136.4918840221414,"{0: 20, 1: 0, 2: 6, 3: 3, 4: 1}",0
425,False,"{'a': 0.5, 'e': 1.0}",30,0,-136.91370647083673,"{0: 17, 1: 0, 2: 12, 3: 0, 4: 1}",0
426,False,"{'a': 0.5, 'e': 1.0}",20,0,-73.4177804542126,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
427,False,"{'a': 0.5, 'e': 1.0}",20,0,-193.76266688098204,"{0: 8, 1: 1, 2: 6, 3: 3, 4: 2}",0
428,False,"{'a': 0.5, 'e': 1.0}",25,0,-146.381212530998,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
429,False,"{'a': 0.5, 'e': 1.0}",25,0,-123.4843839275512,"{0: 12, 1: 3, 2: 8, 3: 2, 4: 0}",0
430,False,"{'a': 0.5, 'e': 1.0}",30,5,-52.22061840940425,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",1
431,False,"{'a': 0.5, 'e': 1.0}",25,0,-103.36930632764748,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
432,False,"{'a': 0.5, 'e': 1.0}",25,0,-81.60190291045598,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
433,False,"{'a': 0.5, 'e': 1.0}",20,0,-84.29896595670797,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
434,False,"{'a': 0.5, 'e': 1.0}",20,0,-108.8287970390802,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
435,False,"{'a': 0.5, 'e': 1.0}",30,0,-228.3240933908996,"{0: 14, 1: 4, 2: 8, 3: 1, 4: 3}",0
436,False,"{'a': 0.5, 'e': 1.0}",20,0,-98.44998708011644,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
437,False,"{'a': 0.5, 'e': 1.0}",20,0,-97.36202915783146,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
438,False,"{'a': 0.5, 'e': 1.0}",20,0,-134.0680752468832,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
439,False,"{'a': 0.5, 'e': 1.0}",25,0,-70.56814883865528,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
440,False,"{'a': 0.5, 'e': 1.0}",30,0,-226.15891120533541,"{0: 16, 1: 3, 2: 5, 3: 3, 4: 3}",0
441,False,"{'a': 0.5, 'e': 1.0}",20,5,-85.59446094276285,"{0: 7, 1: 5, 2: 1, 3: 1, 4: 1}",1
442,False,"{'a': 0.5, 'e': 1.0}",20,0,-98.41682246235715,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
443,False,"{'a': 0.5, 'e': 1.0}",25,0,-91.57323541242707,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
444,False,"{'a': 0.5, 'e': 1.0}",20,0,-64.40428985006757,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
445,False,"{'a': 0.5, 'e': 1.0}",25,0,-161.75262084408868,"{0: 15, 1: 2, 2: 3, 3: 3, 4: 2}",0
446,False,"{'a': 0.5, 'e': 1.0}",30,0,-148.93310398186932,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 2}",0
447,False,"{'a': 0.5, 'e': 1.0}",30,0,-161.37178619183086,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
448,False,"{'a': 0.5, 'e': 1.0}",20,0,-92.77287835865438,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
449,False,"{'a': 0.5, 'e': 1.0}",25,0,-60.11885614413375,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
450,False,"{'a': 0.5, 'e': 1.0}",25,0,-137.55370309985605,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
451,False,"{'a': 0.5, 'e': 1.0}",20,0,-124.67781035715419,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
452,False,"{'a': 0.5, 'e': 1.0}",20,0,-35.467050398579964,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
453,False,"{'a': 0.5, 'e': 1.0}",35,8,-144.1751245744089,"{0: 15, 1: 2, 2: 6, 3: 3, 4: 1}",1
454,False,"{'a': 0.5, 'e': 1.0}",25,0,-149.62075068853,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
455,False,"{'a': 0.5, 'e': 1.0}",20,0,-126.07100984559735,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
456,False,"{'a': 0.5, 'e': 1.0}",20,0,-81.19234973294603,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
457,False,"{'a': 0.5, 'e': 1.0}",20,0,-37.621378825783175,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
458,False,"{'a': 0.5, 'e': 1.0}",20,0,-80.32128488926968,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
459,False,"{'a': 0.5, 'e': 1.0}",25,0,-130.63953750149386,"{0: 15, 1: 2, 2: 4, 3: 3, 4: 1}",0
460,False,"{'a': 0.5, 'e': 1.0}",20,0,-100.16418026319373,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
461,False,"{'a': 0.5, 'e': 1.0}",25,0,-129.47378392577085,"{0: 17, 1: 0, 2: 3, 3: 4, 4: 1}",0
462,False,"{'a': 0.5, 'e': 1.0}",20,0,-106.18272256570644,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
463,False,"{'a': 0.5, 'e': 1.0}",25,0,-184.17074065405436,"{0: 13, 1: 1, 2: 7, 3: 2, 4: 2}",0
464,False,"{'a': 0.5, 'e': 1.0}",25,0,-120.40955362550152,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
465,False,"{'a': 0.5, 'e': 1.0}",30,12,-42.26007163804471,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
466,False,"{'a': 0.5, 'e': 1.0}",20,0,-162.1785264006921,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
467,False,"{'a': 0.5, 'e': 1.0}",20,0,-98.83496416232357,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
468,False,"{'a': 0.5, 'e': 1.0}",20,0,-70.13115041302498,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
469,False,"{'a': 0.5, 'e': 1.0}",20,0,-129.25721541579838,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
470,False,"{'a': 0.5, 'e': 1.0}",25,0,-158.77683787242958,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
471,False,"{'a': 0.5, 'e': 1.0}",20,0,-11.856027783395175,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
472,False,"{'a': 0.5, 'e': 1.0}",20,0,-73.11990163863457,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
473,False,"{'a': 0.5, 'e': 1.0}",25,0,-150.65222645619565,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
474,False,"{'a': 0.5, 'e': 1.0}",30,0,-177.26121598602322,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
475,False,"{'a': 0.5, 'e': 1.0}",20,0,-48.42862016971883,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
476,False,"{'a': 0.5, 'e': 1.0}",25,16,-33.78085924661832,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 0}",1
477,False,"{'a': 0.5, 'e': 1.0}",25,0,-249.96103041206746,"{0: 12, 1: 2, 2: 5, 3: 2, 4: 4}",0
478,False,"{'a': 0.5, 'e': 1.0}",20,0,-90.63644344461038,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
479,False,"{'a': 0.5, 'e': 1.0}",35,0,-175.1640097916904,"{0: 24, 1: 2, 2: 5, 3: 1, 4: 3}",0
480,False,"{'a': 0.5, 'e': 1.0}",25,11,-99.18037682257946,"{0: 6, 1: 3, 2: 3, 3: 1, 4: 1}",1
481,False,"{'a': 0.5, 'e': 1.0}",20,11,-35.85936535909157,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
482,False,"{'a': 0.5, 'e': 1.0}",20,0,-32.80107796643003,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
483,False,"{'a': 0.5, 'e': 1.0}",20,0,-69.55517615623397,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
484,False,"{'a': 0.5, 'e': 1.0}",20,0,-91.59538174757964,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
485,False,"{'a': 0.5, 'e': 1.0}",30,0,-183.2942941514039,"{0: 15, 1: 5, 2: 7, 3: 1, 4: 2}",0
486,False,"{'a': 0.5, 'e': 1.0}",30,0,-156.96808071532115,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
487,False,"{'a': 0.5, 'e': 1.0}",25,3,-23.436853091063824,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 1.0}",30,0,-157.7053357217083,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
489,False,"{'a': 0.5, 'e': 1.0}",20,0,-84.693818203438,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
490,False,"{'a': 0.5, 'e': 1.0}",35,0,-90.51344734339729,"{0: 25, 1: 3, 2: 4, 3: 3, 4: 0}",0
491,False,"{'a': 0.5, 'e': 1.0}",20,0,-130.04876225373914,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
492,False,"{'a': 0.5, 'e': 1.0}",30,9,-83.58393651170591,"{0: 12, 1: 2, 2: 5, 3: 2, 4: 0}",1
493,False,"{'a': 0.5, 'e': 1.0}",30,0,-170.0379286584168,"{0: 21, 1: 0, 2: 5, 3: 1, 4: 3}",0
494,False,"{'a': 0.5, 'e': 1.0}",20,0,-61.49991626772051,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
495,False,"{'a': 0.5, 'e': 1.0}",20,0,-131.458259914474,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
496,False,"{'a': 0.5, 'e': 1.0}",25,0,-145.6071878194141,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
497,False,"{'a': 0.5, 'e': 1.0}",20,0,-126.73535211643332,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
498,False,"{'a': 0.5, 'e': 1.0}",25,0,-80.6665320961229,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
499,False,"{'a': 0.5, 'e': 1.0}",30,0,-153.3639827523531,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
500,False,"{'a': 0.5, 'e': 1.0}",20,0,-220.9301837490309,"{0: 7, 1: 3, 2: 5, 3: 2, 4: 3}",0
501,False,"{'a': 0.5, 'e': 1.0}",30,0,-149.93782370636458,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 3}",0
502,False,"{'a': 0.5, 'e': 1.0}",25,0,-125.23714273471516,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
503,False,"{'a': 0.5, 'e': 1.0}",25,0,-57.50495437900611,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
504,False,"{'a': 0.5, 'e': 1.0}",20,0,-45.11360066088337,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
505,False,"{'a': 0.5, 'e': 1.0}",20,0,-48.13722227145802,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
506,False,"{'a': 0.5, 'e': 1.0}",25,0,-69.34276532696964,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
507,False,"{'a': 0.5, 'e': 1.0}",25,0,-94.18222978373836,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
508,False,"{'a': 0.5, 'e': 1.0}",25,6,-96.36675083833504,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 1}",1
509,False,"{'a': 0.5, 'e': 1.0}",20,0,-115.21160012644356,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
510,False,"{'a': 0.5, 'e': 1.0}",25,0,-7.203018696695549,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
511,False,"{'a': 0.5, 'e': 1.0}",30,0,-219.56550208487542,"{0: 17, 1: 3, 2: 6, 3: 0, 4: 4}",0
512,False,"{'a': 0.5, 'e': 1.0}",30,6,-68.87124777453867,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 1}",1
513,False,"{'a': 0.5, 'e': 1.0}",30,0,-168.09616953062294,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
514,False,"{'a': 0.5, 'e': 1.0}",20,0,-102.6868964603548,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
515,False,"{'a': 0.5, 'e': 1.0}",25,0,-79.7078607991358,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
516,False,"{'a': 0.5, 'e': 1.0}",20,0,-207.32861037653183,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 4}",0
517,False,"{'a': 0.5, 'e': 1.0}",30,0,-217.99772734880324,"{0: 16, 1: 2, 2: 8, 3: 1, 4: 3}",0
518,False,"{'a': 0.5, 'e': 1.0}",30,0,-217.59541456480187,"{0: 16, 1: 4, 2: 6, 3: 0, 4: 4}",0
519,False,"{'a': 0.5, 'e': 1.0}",35,16,-85.34550766675926,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 1}",1
520,False,"{'a': 0.5, 'e': 1.0}",30,0,-157.86222905093905,"{0: 17, 1: 3, 2: 6, 3: 3, 4: 1}",0
521,False,"{'a': 0.5, 'e': 1.0}",30,0,-198.7953024032557,"{0: 15, 1: 1, 2: 9, 3: 4, 4: 1}",0
522,False,"{'a': 0.5, 'e': 1.0}",25,0,-192.62718000380679,"{0: 12, 1: 4, 2: 4, 3: 3, 4: 2}",0
523,False,"{'a': 0.5, 'e': 1.0}",20,9,-60.80542040112058,"{0: 4, 1: 3, 2: 3, 3: 1, 4: 0}",1
524,False,"{'a': 0.5, 'e': 1.0}",25,0,-139.3557335961877,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
525,False,"{'a': 0.5, 'e': 1.0}",20,0,-102.10674906477908,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
526,False,"{'a': 0.5, 'e': 1.0}",25,0,-185.0752388862052,"{0: 9, 1: 5, 2: 9, 3: 0, 4: 2}",0
527,False,"{'a': 0.5, 'e': 1.0}",20,0,-113.25611480927785,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
528,False,"{'a': 0.5, 'e': 1.0}",25,0,-122.32756203140084,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
529,False,"{'a': 0.5, 'e': 1.0}",20,0,-98.09551583429129,"{0: 11, 1: 5, 2: 1, 3: 2, 4: 1}",0
530,False,"{'a': 0.5, 'e': 1.0}",25,0,-118.13518295471773,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
531,False,"{'a': 0.5, 'e': 1.0}",25,0,-156.0153669281571,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
532,False,"{'a': 0.5, 'e': 1.0}",25,0,-123.06014844283298,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 2}",0
533,False,"{'a': 0.5, 'e': 1.0}",25,10,-40.8164841210169,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",1
534,False,"{'a': 0.5, 'e': 1.0}",20,0,-80.00555046650582,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
535,False,"{'a': 0.5, 'e': 1.0}",25,5,-67.93276246279054,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",1
536,False,"{'a': 0.5, 'e': 1.0}",30,0,-256.2414778556088,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 5}",0
537,False,"{'a': 0.5, 'e': 1.0}",30,0,-199.43015592774856,"{0: 11, 1: 10, 2: 6, 3: 1, 4: 2}",0
538,False,"{'a': 0.5, 'e': 1.0}",20,0,-88.39307976860219,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
539,False,"{'a': 0.5, 'e': 1.0}",20,0,-79.67111079534827,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
540,False,"{'a': 0.5, 'e': 1.0}",25,0,-109.97250035273208,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
541,False,"{'a': 0.5, 'e': 1.0}",20,0,-49.220827880726425,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
